Title,Link,Abstract,Author Keywords,Index Keywords
"Endmember extraction of farmland hyperspectral image using deep learning autoencoder and shuffled frog leaping algorithm [深度学习自编码结合混合蛙跳算法提取农田高光谱影像端元]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066431511&doi=10.11975%2fj.issn.1002-6819.2019.06.020&partnerID=40&md5=843cd705766c3954458beddd55e6c537","Hyperspectral remote sensing image includes hundreds of narrow contiguous spectral bands with high spectral resolution, and can provides a contiguous spectral curve for each pixel, which is an important tool for the cropland monitoring in rapid and large-scale way. However, due to the contradiction between spectral resolution and spatial resolution, hyperspectral remote sensing image usually possesses relative low spatial resolution. Therefore, it is very important to mix various vegetation and soil at one pixel point for spectral decomposition in hyperspectral image and spectral unmixing of farmland. The first step in spectral unmixing is usually endmember extraction. Endmember extraction from a hyperspectral remote sensing image is to find some pixels (endmembers) and regard them as pure spectral reflectance of the vegetation and soil in the image to get the best accuracy of spectral unmixing results. So endmember extraction from hyperspectral remote sensing image can be regarded as a typical discrete optimization problem, which can be solved by swarm intelligence optimization algorithm. Before optimization, the spectral dimension of the image should be reduced by deep learning. In order to solve the problem of spectral unmixing of hyperspectral images, a method of extracting farmland endmember based on deep learning and shuffled frog leaping algorithm (SFLA) is proposed in this paper. Firstly, deep learning model named stacked auto encoders (SAE) was used to extract spectral features. SAE performs a non-linear transfer from the original spectral signals to a form with significant features and less dimensions. In the low-dimension space, the candidate endmembers were selected as the input of the SFLA. The purpose of extracting the candidate endmembers is to simplified the computational complexity in the next step. Secondly, the endmember extraction of hyperspectral image was transferred into the combinatorial optimization and the objective function was constructed, then the SFLA was used to optimize the objective functionto get the best combination of endmembers. The objective function in study was designed as the RMSE (root mean square error) between the real hyperspectral remote sensing image and the simulated hyperspectral remote sensing image using the endmembers and abundance after endmember extraction and spectral unmixing. Thirdly, 2 groups experiments were carried out on the synthetic hyperspectral datasets with 3 different SNR (signal to noise ratio, 20, 30 and 40 dB) and the real AVIRIS hyperspectral remote sensing dataset in Salinas region, respectively. In experiments, the experimental results of the proposed method was compared with that of 3 traditional methods for endmember extraction including the sequential maximum angle convex cone (SMACC), N-FINDR, Vertex Component Analysis (VCA). The results were evaluated by RMSE and spectral angle. The results showed that the RMSE was 0.050 8, 0.015 9, 0.005 1, 0.006 7 for 20, 30 and 40 dB dataset, and the real dataset, respectively. The average spectral angle was 0.106 88, 0.030 32, 0.009 94 for 20, 30 and 40 dB dataset respectively. The proposed method was better than traditional methods in terms of extraction accuracy, which had wide potential applications on cropland monitoring using hyperspectral remote sensing. The method proposed in this paper reduced the influence of the non-linear factors and the noise, better endmember extraction and spectral unmixing results (both less spectral angle and less RMSE) could be obtained, and the proposed method was robust when the noise of the image increased sharply. In conclusion, the endmember extraction method proposed by this study is of significant importance for the cropland monitoring using hyperspectral remote sensing and has a prosperous future for the application on the remote sensing of agriculture. © 2019, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","Crops; Endmember extraction; Hyperspectral; Image processing; Remote sensing; Shuffled frog leaping algorithm; Stacked autoencoders","Combinatorial optimization; Cones; Crops; Deep learning; Extraction; Farms; Image processing; Image resolution; Learning algorithms; Mean square error; Optimization; Pixels; Signal to noise ratio; Space optics; Spectral resolution; Spectroscopy; Vegetation; Autoencoders; Discrete optimization problems; Endmember extraction; HyperSpectral; Hyperspectral Remote Sensing Image; RMSE (root mean square error); Shuffled frog leaping algorithm (SFLA); Swarm intelligence optimization algorithm; Remote sensing"
"Detecting global urban expansion over the last three decades using a fully convolutional network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067125088&doi=10.1088%2f1748-9326%2faaf936&partnerID=40&md5=13a5f427e60fbab82e0c09f2295b577e","The effective detection of global urban expansion is the basis of understanding urban sustainability. We propose a fully convolutional network (FCN) and employ it to detect global urban expansion from 1992-2016. We found that the global urban land area increased from 274.7 thousand km2-621.1 thousand km2, which is an increase of 346.4 thousand km2 and a growth by 1.3 times. The results display a relatively high accuracy with an average kappa index of 0.5, which is 0.3 higher than those of existing global urban expansion datasets. Three major advantages of the proposed FCN contribute to the improved accuracy, including the integration of multi-source remotely sensed data, the combination of features at multiple scales, and the ability to address the lack of training samples for historical urban land. Thus, the proposed FCN has great potential to effectively detect global urban expansion. © 2019 The Author(s). Published by IOP Publishing Ltd.","deep learning; fully convolutional network; global urban expansion; land surface temperature; nighttime light data; vegetation index","Atmospheric temperature; Convolution; Deep learning; Expansion; Land surface temperature; Convolutional networks; Multiple scale; Night-time lights; Remotely sensed data; Training sample; Urban expansion; Urban sustainability; Vegetation index; Urban growth; accuracy assessment; data set; expansion; land surface; learning; remote sensing; sustainability; urban area; vegetation index"
"Ship detection based on squeeze excitation skip-connection path networks for optical remote sensing images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059535603&doi=10.1016%2fj.neucom.2018.12.050&partnerID=40&md5=2bfec7f965204ce1e39dd84fe4a7026c","Ship detection plays a crucial role in remote sensing image processing, which has drawn great attention in recent years. A novel neural network architecture named squeeze excitation skip-connection path networks (SESPNets) is proposed. A bottom-up path is added to feature pyramid network to improve feature extraction capability, and path-level skip-connection structure is firstly proposed to enhance information flow and reduce parameter redundancy. Also, squeeze excitation module is adopted, which can adaptively recalibrate channel-wise feature responses by adding an extra branch after each shortcut path connection block. The multi-scale fused region of interest (ROI) align is then proposed to obtain more accurate and multi-scale proposals. Finally, soft-non-maximum suppression is utilized to overcome the problem of non-maximum suppression (NMS) in ship detection. As demonstrated in the experiments, it can be seen that the SESPNets model has achieved the state-of-the-art performance, which shows the effectiveness of proposed method. © 2018","Deep learning; Optical remote sensing images; Ship detection; Skip-connection path networks; Squeeze excitation","Deep learning; Image segmentation; Network architecture; Neural networks; Optical data processing; Ships; Connection structures; Extraction capability; Non-maximum suppression; Novel neural network; Optical remote sensing; Remote sensing image processing; Ship detection; State-of-the-art performance; Remote sensing; article; attention; excitation; feature extraction; learning; remote sensing"
"Extracting Urban Impervious Surface from WorldView-2 and Airborne LiDAR Data Using 3D Convolutional Neural Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058113382&doi=10.1007%2fs12524-018-0917-5&partnerID=40&md5=95a27d07364bc02126cba39451a8b455","The urban impervious surface has been recognized as a key quantifiable indicator in assessing urbanization and its environmental impacts. Adopting deep learning technologies, this study proposes an approach of three-dimensional convolutional neural networks (3D CNNs) to extract impervious surfaces from the WorldView-2 and airborne LiDAR datasets. The influences of different 3D CNN parameters on impervious surface extraction are evaluated. In an effort to reduce the limitations from single sensor data, this study also explores the synergistic use of multi-source remote sensing datasets for delineating urban impervious surfaces. Results indicate that our proposed 3D CNN approach has a great potential and better performance on impervious surface extraction, with an overall accuracy higher than 93.00% and the overall kappa value above 0.89. Compared with the commonly applied pixel-based support vector machine classifier, our proposed 3D CNN approach takes advantage not only of the pixel-level spatial and spectral information, but also of texture and feature maps through multi-scale convolutional processes, which enhance the extraction of impervious surfaces. While image analysis is facing large challenges in a rapidly developing big data era, our proposed 3D CNNs will become an effective approach for improved urban impervious surface extraction. © 2018, The Author(s).","Airborne light detection and ranging (LiDAR); Convolutional neural networks (CNNs); Impervious surface; Support vector machine (SVM); WorldView-2","artificial neural network; data set; environmental impact; image analysis; lidar; pixel; satellite data; satellite sensor; support vector machine; three-dimensional modeling; urban area; urbanization; WorldView"
"Compressed Remote Sensing by Using Deep Learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063872500&doi=10.1109%2fISTEL.2018.8661112&partnerID=40&md5=39ca5c4fe20c9897b8a68384f5769c09","In remote sensing applications, storing and compressing images requires high memory size and consumes a lot of battery power, which can be overcome with compressed sensing (CS) and transferring complexities to the receiver. But compressed sensing has three significant challenges. At first, it is hard to find the basis in which signal is sparse. Second, compressed sensing uses recovery algorithms that are slow in time, which makes CS suitable for applications that are non-real-time. Third, CS usually use pre-specified measurement matrices, which are not optimized based on the data being analyzed, so it is possible to improve the performance of CS. In this paper, we will show that using deep learning methods in compressed remote sensing, the above challenges will be solved. In this paper, we present a deep neural network in which the matrix of measurements and reconstruction operations are optimized simultaneously. We indicate that this network closely approximates the recovery algorithms and has performance near CS recovery algorithms, but it is faster in run time. However, the complexity of deep neural networks is the training phase of the network and needs to be completed only once before using the network. © 2018 IEEE.","Compressed Remote Sensing; Compressed Sensing; Deep Learning; Remote Sensing","Compressed sensing; Computer system recovery; Deep learning; Deep neural networks; Recovery; Battery power; Compressive sensing; Learning methods; Non real time; Reconstruction operations; Recovery algorithms; Remote sensing applications; Training phase; Remote sensing"
"Urban tree species classification using a worldview-2/3 and liDAR data fusion approach and deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062980001&doi=10.3390%2fs19061284&partnerID=40&md5=8505bde4326b9662e87b501e42d3766c","Urban areas feature complex and heterogeneous land covers which create challenging issues for tree species classification. The increased availability of high spatial resolution multispectral satellite imagery and LiDAR datasets combined with the recent evolution of deep learning within remote sensing for object detection and scene classification, provide promising opportunities to map individual tree species with greater accuracy and resolution. However, there are knowledge gaps that are related to the contribution of Worldview-3 SWIR bands, very high resolution PAN band and LiDAR data in detailed tree species mapping. Additionally, contemporary deep learning methods are hampered by lack of training samples and difficulties of preparing training data. The objective of this study was to examine the potential of a novel deep learning method, Dense Convolutional Network (DenseNet), to identify dominant individual tree species in a complex urban environment within a fused image of WorldView-2 VNIR, Worldview-3 SWIR and LiDAR datasets. DenseNet results were compared against two popular machine classifiers in remote sensing image analysis, Random Forest (RF) and Support Vector Machine (SVM). Our results demonstrated that: (1) utilizing a data fusion approach beginning with VNIR and adding SWIR, LiDAR, and panchromatic (PAN) bands increased the overall accuracy of the DenseNet classifier from 75.9% to 76.8%, 81.1% and 82.6%, respectively. (2) DenseNet significantly outperformed RF and SVM for the classification of eight dominant tree species with an overall accuracy of 82.6%, compared to 51.8% and 52% for SVM and RF classifiers, respectively. (3) DenseNet maintained superior performance over RF and SVM classifiers under restricted training sample quantities which is a major limiting factor for deep learning techniques. Overall, the study reveals that DenseNet is more effective for urban tree species classification as it outperforms the popular RF and SVM techniques when working with highly complex image scenes regardless of training sample size. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Convolutional neural network (CNN); Data fusion; Deep learning; Dense convolutional network (DenseNet); Random forest (RF); Support vector machine (SVM); Tree species classification","Classification (of information); Complex networks; Convolution; Data fusion; Decision trees; Forestry; Neural networks; Object detection; Optical radar; Remote sensing; Sampling; Satellite imagery; Support vector machines; Complex urban environments; Convolutional networks; Convolutional neural network; High spatial resolution; Multispectral satellite imagery; Random forests; Remote sensing images; Tree species; Deep learning; artificial neural network; human; support vector machine; Deep Learning; Humans; Neural Networks (Computer); Support Vector Machine"
"Ai-based sensor information fusion for supporting deep supervised learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063278153&doi=10.3390%2fs19061345&partnerID=40&md5=809a7a729a3d0fa8e69d77f8d8b0c38c","In recent years, artificial intelligence (AI) and its subarea of deep learning have drawn the attention of many researchers. At the same time, advances in technologies enable the generation or collection of large amounts of valuable data (e.g., sensor data) from various sources in different applications, such as those for the Internet of Things (IoT), which in turn aims towards the development of smart cities. With the availability of sensor data from various sources, sensor information fusion is in demand for effective integration of big data. In this article, we present an AI-based sensor-information fusion system for supporting deep supervised learning of transportation data generated and collected from various types of sensors, including remote sensed imagery for the geographic information system (GIS), accelerometers, as well as sensors for the global navigation satellite system (GNSS) and global positioning system (GPS). The discovered knowledge and information returned from our system provides analysts with a clearer understanding of trajectories or mobility of citizens, which in turn helps to develop better transportation models to achieve the ultimate goal of smarter cities. Evaluation results show the effectiveness and practicality of our AI-based sensor information fusion system for supporting deep supervised learning of big transportation data. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Artificial intelligence (AI); Data mining; Deep learning; Geographic information system (GIS); Global navigation satellite system (GNSS); Global positioning system (GPS); Information fusion; Sensor; Sensor fusion; Supervised learning; Transportation","Communication satellites; Data mining; Deep learning; Geographic information systems; Global positioning system; Information fusion; Information systems; Information use; Internet of things; Machine learning; Remote sensing; Satellite imagery; Sensors; Supervised learning; Transportation; Evaluation results; Global Navigation Satellite Systems; Internet of thing (IOT); Large amounts; Remote sensed imagery; Sensor fusion; Sensor information fusions; Transportation model; Sensor data fusion"
"A Deep Learning Framework for Automatic Airplane Detection in Remote Sensing Satellite Images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068312596&doi=10.1109%2fAERO.2019.8741938&partnerID=40&md5=6e20b658c9438cf2c9a535b6de66e0c4","Automated object detection in high-resolution remote sensing satellite images(HRRSSI) is a proper solution for this task rather than manual detection using professional specialists. However, it is more complex due to the varying size, type, orientation, and complex background of the objects to detect. Utilizing artificial intelligence using deep learning is the state of the art technique to achieve this task. The number of labeled satellite images is limited for training a deep neural network therefore; transfer learning techniques were adopted for this task. This paper proposes a framework for airplane detection based on Convolution Neural network (CNN). Faster Region Based CNN (Faster R-CNN) framework is used to perform automatic airplane detection through transfer learning. Inception v2 is added to the network for feature extraction to enhance detection accuracy. The problem of information reduction of the objects due to the resizing of large size satellite image in test phase has been solved by adding a split layer before the input layer, together with a mosaic layer after detection output layer. Dataset is used to build and test the model is collected from Google Earth. Experimental results prove that the proposed developed model is extremely accurate for satellite images object detection. © 2019 IEEE.",,"Aircraft; Communication satellites; Complex networks; Deep neural networks; Feature extraction; Object detection; Object recognition; Remote sensing; Satellites; Statistical tests; Airplane detections; Convolution neural network; Detection accuracy; High resolution remote sensing; Information reduction; Learning frameworks; Remote sensing satellites; State-of-the-art techniques; Aircraft detection"
"Scalable database indexing and fast image retrieval based on deep learning and hierarchically nested structure applied to remote sensing and plant biology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067646205&doi=10.3390%2fjimaging5030033&partnerID=40&md5=8979b8a64669c62bbae20b6a2525d247","Digitalisation has opened a wealth of new data opportunities by revolutionizing how images are captured. Although the cost of data generation is no longer a major concern, the data management and processing have become a bottleneck. Any successful visual trait system requires automated data structuring and a data retrieval model to manage, search, and retrieve unstructured and complex image data. This paper investigates a highly scalable and computationally efficient image retrieval system for real-time content-based searching through large-scale image repositories in the domain of remote sensing and plant biology. Images are processed independently without considering any relevant context between sub-sets of images. We utilize a deep Convolutional Neural Network (CNN) model as a feature extractor to derive deep feature representations from the imaging data. In addition, we propose an effective scheme to optimize data structure that can facilitate faster querying at search time based on the hierarchically nested structure and recursive similarity measurements. A thorough series of tests were carried out for plant identification and high-resolution remote sensing data to evaluate the accuracy and the computational efficiency of the proposed approach against other content-based image retrieval (CBIR) techniques, such as the bag of visual words (BOVW) and multiple feature fusion techniques. The results demonstrate that the proposed scheme is effective and considerably faster than conventional indexing structures. © 2019 by the authors.","Bag of visual words; Content-based image retrieval; Data indexing; Deep convolutional neural networks; Deep learning; Information retrieval; Recursive similarity measurement; Remote sensing",
"DuPLO: A DUal view Point deep Learning architecture for time series classificatiOn","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060326152&doi=10.1016%2fj.isprsjprs.2019.01.011&partnerID=40&md5=5eece83a77e9cb11c9ec8c1655ebcd87","Nowadays, modern Earth Observation systems continuously generate huge amounts of data. A notable example is represented by the Sentinel-2 mission, which provides images at high spatial resolution (up to 10 m) with high temporal revisit period (every 5 days), which can be organized in Satellite Image Time Series (SITS). While the use of SITS has been proved to be beneficial in the context of Land Use/Land Cover (LULC) map generation, unfortunately, most of machine learning approaches commonly leveraged in remote sensing field fail to take advantage of spatio-temporal dependencies present in such data. Recently, new generation deep learning methods allowed to significantly advance research in this field. These approaches have generally focused on a single type of neural network, i.e., Convolutional Neural Networks (CNNs) or Recurrent Neural Networks (RNNs), which model different but complementary information: spatial autocorrelation (CNNs) and temporal dependencies (RNNs). In this work, we propose the first deep learning architecture for the analysis of SITS data, namely DuPLO (DUal view Point deep Learning architecture for time series classificatiOn), that combines Convolutional and Recurrent neural networks to exploit their complementarity. Our hypothesis is that, since CNNs and RNNs capture different aspects of the data, a combination of both models would produce a more diverse and complete representation of the information for the underlying land cover classification task. Experiments carried out on two study sites characterized by different land cover characteristics (i.e., the Gard site in Mainland France and Reunion Island, a overseas department of France in the Indian Ocean), demonstrate the significance of our proposal. © 2019 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Deep learning; Land cover classification; Satellite image time series; Sentinel-2","Classification (of information); Convolution; Land use; Network architecture; Recurrent neural networks; Remote sensing; Time series; Time series analysis; Convolutional neural network; Land cover classification; Machine learning approaches; Recurrent neural network (RNNs); Satellite images; Sentinel-2; Spatio-temporal dependencies; Time series classifications; Deep learning; autocorrelation; EOS; land cover; machine learning; remote sensing; satellite imagery; Sentinel; spatial resolution; spatiotemporal analysis; time series analysis; France; Gard; Indian Ocean; Mainland [Shetland]; Mascarene Islands; Occitanie; Reunion; Scotland; Shetland; United Kingdom"
"Rural construction land extraction from high spatial resolution remote sensing image based on SegNet semantic segmentation model [基于SegNet语义模型的高分辨率遥感影像农村建设用地提取]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066431961&doi=10.11975%2fj.issn.1002-6819.2019.05.031&partnerID=40&md5=fdbb549adabf325468c15db955a516fc","With the advancement of remote sensing technology, the high spatial resolution remote sensing image contains rich special information with a great detail. At the same time, the complexity of high spatial resolution remote sensing images also requires higher the classification technology of remote sensing images. However, in the face of high spatial resolution remote sensing image more obvious geometrical structure and the more rich texture characteristics, how to design rational system of characteristics, select the appropriate sorting algorithms to accurately and quickly grasp the number of rural land of building and its distribution status, are of great significance to balance urban and rural areas, save land, and realize sustainable development. This will help in exploring the application of deep learning model in high spatial resolution remote sensing image building extraction, and have research significance for improving the classification accuracy of high resolution remote sensing image. In this paper, the semantic segmentation model (SegNet) was used for extracting buildings. SegNet is mainly composed of encoder network, decoder network and pixel-wise classification layer. The encoder network transforms high-dimensional vectors into low-dimensional vectors, enabling low-dimensional extraction of high-dimensional features. The decoder network maps low-resolution feature maps to high spatial resolution feature maps, realizing the reconstruction of low-dimensional vectors to high-dimensional vectors. The softmax classifier separately classifies each pixel, which outputs the probability that each pixel belongs to each class. In this paper, a 3000 pixel × 3000 pixel and two 2000 pixel × 2000 pixel slices were taken from the global remote sensing image of Bazhou City, Hebei Province as training samples, and a 3000 pixel × 3000 pixel slice was taken as the verification sample. In this paper, five comparative experiments were used to extract the buildings, including PSPNet, support vector machine, random forest, ISO clustering and maximum likelihood method. The confusion matrix of each classification method was obtained by calculating the difference between the classification results of the comparison experiment and the real value. From the traditional classification algorithm to the shallow learning algorithm to the deep learning algorithm, the Kappa coefficient and overall accuracy of classification kept constantly increasing, among which SegNet semantic segmentation algorithm based on the deep convolutional network performed better than the other five algorithms in extracting buildings from high spatial resolution remote sensing image. The Kappa coefficient and the overall accuracy of SegNet semantic segmentation algorithm were 0.90 and 96.61%, respectively, and the ground truth value was basically the same as the classification result. The F1Score of building extraction of SegNet semantic segmentation algorithm based on deep convolution network was 0.91, but the other five algorithms were below 0.87. SegNet had the lowest error rate of 9.71% for buildings, indicating that the ability to identify buildings of semantic segmentation algorithm from high spatial resolution remote sensing was superior to traditional classification algorithms, shallow layer learning algorithms based on machine learning, and PSPNet semantic segmentation algorithm based on deep convolution network. The Kappa coefficient and overall accuracy of the remaining five classification algorithms were respectively below 0.83 and 94.68%, and the difference between the ground truth value and the classification result was relatively large. SegNet can not only make use of spectral information but also make full use of abundant spatial information. During SegNet training, more essential features can be learned, and more ideal features suitable for pattern classification were finally formed, which can enhance the ability of convergence and generalization of the model and improve the classification accuracy. Traditional classification algorithms, such as ISO clustering and maximum likelihood method, failed to make use of the rich spatial information of the high-resolution remote sensing image, so the accuracy was relatively low. Due to limited computing units and large amount of high spatial resolution remote sensing image data, shallow layer learning algorithms based on machine learning such as support vector machines and random forest cannot effectively express complex features of ground objects, so their advantages are not obvious in building extraction from the high spatial resolution remote sensing images. The experimental results showed that the SegNet based on deep learning has the best performance, and it has important theoretical significance to explore the application of deep learning model to remote sensing image classification methods. At the same time, the research results also provide a reference for improving the classification accuracy of high resolution remote sensing images. © 2019, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","Algorithms; Deep learning; High-resolution remote sensing image; Image segmentation; Remote sensing; Rural construction land extraction; SegNet semantic segmentation model","Algorithms; Buildings; Classification (of information); Clustering algorithms; Complex networks; Convolution; Data mining; Decision trees; Decoding; Deep learning; Extraction; Image enhancement; Image resolution; Information use; Learning algorithms; Machine learning; Maximum likelihood; Network coding; Pixels; Remote sensing; Rural areas; Semantics; Support vector machines; Textures; Vectors; Classification algorithm; Classification technology; High resolution remote sensing images; Maximum likelihood methods; Remote sensing image classification; Remote sensing technology; Rural constructions; Semantic segmentation; Image segmentation"
"Remote Sensing Image Scene Classification Using Rearranged Local Features","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062863621&doi=10.1109%2fTGRS.2018.2869101&partnerID=40&md5=40d5470a9a88850fb175b639d3b8aef4","Remote sensing image scene classification is a fundamental problem, which aims to label an image with a specific semantic category automatically. Recently, deep learning methods have achieved competitive performance for remote sensing image scene classification, especially the methods based on a convolutional neural network (CNN). However, most of the existing CNN methods only use feature vectors of the last fully connected layer. They give more importance to global information and ignore local information of images. It is common that some images belong to different categories, although they own similar global features. The reason is that the category of an image may be highly related to local features, other than the global feature. To address this problem, a method based on rearranged local features is proposed in this paper. First, outputs of the last convolutional layer and the last fully connected layer are employed to depict the local and global information, respectively. After that, the remote sensing images are clustered to several collections using their global features. For each collection, local features of an image are rearranged according to their similarities with local features of the cluster center. In addition, a fusion strategy is proposed to combine global and local features for enhancing the image representation. The proposed method surpasses the state of the arts on four public and challenging data sets: UC-Merced, WHU-RS19, Sydney, and AID. © 1980-2012 IEEE.","Feature fusion; rearranged local features; remote sensing image; representation scene classification","Convolution; Deep learning; Image enhancement; Image fusion; Neural networks; Remote sensing; Semantics; Competitive performance; Convolutional neural network; Feature fusion; Global informations; Image representations; Local feature; Remote sensing images; Scene classification; Image classification; artificial neural network; cluster analysis; data interpretation; image analysis; image classification; information management; remote sensing; satellite imagery; Australia; New South Wales; Sydney [New South Wales]"
"Remote sensing image scene classification using CNN-CapsNet","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062947435&doi=10.3390%2frs11050494&partnerID=40&md5=6e4ea2fc1e40eaa17db792bbbf0fee16","Remote sensing image scene classification is one of the most challenging problems in understanding high-resolution remote sensing images. Deep learning techniques, especially the convolutional neural network (CNN), have improved the performance of remote sensing image scene classification due to the powerful perspective of feature learning and reasoning. However, several fully connected layers are always added to the end of CNN models, which is not efficient in capturing the hierarchical structure of the entities in the images and does not fully consider the spatial information that is important to classification. Fortunately, capsule network (CapsNet), which is a novel network architecture that uses a group of neurons as a capsule or vector to replace the neuron in the traditional neural network and can encode the properties and spatial information of features in an image to achieve equivariance, has become an active area in the classification field in the past two years. Motivated by this idea, this paper proposes an effective remote sensing image scene classification architecture named CNN-CapsNet to make full use of the merits of these two models: CNN and CapsNet. First, a CNN without fully connected layers is used as an initial feature maps extractor. In detail, a pretrained deep CNN model that was fully trained on the ImageNet dataset is selected as a feature extractor in this paper. Then, the initial feature maps are fed into a newly designed CapsNet to obtain the final classification result. The proposed architecture is extensively evaluated on three public challenging benchmark remote sensing image datasets: the UC Merced Land-Use dataset with 21 scene categories, AID dataset with 30 scene categories, and the NWPU-RESISC45 dataset with 45 challenging scene categories. The experimental results demonstrate that the proposed method can lead to a competitive classification performance compared with the state-of-the-art methods. © 2019 by the authors.","CapsNet; Capsule; CNN; PrimaryCaps; Remote sensing; Scene classification","Classification (of information); Deep learning; Image enhancement; Land use; Network architecture; Neural networks; Remote sensing; CapsNet; Capsule; Classification performance; Convolutional neural network; High resolution remote sensing images; PrimaryCaps; Scene classification; State-of-the-art methods; Image classification"
"Characterization of food cultivation along roadside transects with Google Street View imagery and deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060673846&doi=10.1016%2fj.compag.2019.01.014&partnerID=40&md5=e69f55b6d251648da66557921342733d","We describe the development of tools to exploit the enormous resource of street-level imagery in Google Street View to characterize food cultivation practices along roadside transects at very high spatial resolution as a potential complement to traditional remote sensing approaches. We report on two software tools for crop identification using a deep convolutional neural network (CNN) applied to Google Street View imagery. The first, a multi-class classifier distinguishes seven regionally common cultivated plant species, as well as uncultivated vegetation, built environment, and water along the roads. The second, a prototype specialist detector, recognizes the presence of a single plant species: in our case, banana. These two classification tools were tested along roadside transects in two areas of Thailand, a country where there is good Google Street View coverage. On the entire test set, the overall accuracy of the multi-class classifier was 83.3%. For several classes, (banana, built, cassava, maize, rice, and sugarcane), the producer's accuracy was over 90%, meaning that the classifier was infrequently making omission errors. This performance on roadside transects is comparable with that of some remote-sensing classifiers, yet ours does not require any additional site-visits for ground-truthing. Moreover, the overall accuracy of the classifier on the 40% of images it is most sure about is excellent: 99.0%. For the prototype specialist detector, the area under the ROC curve was 0.9905, indicating excellent performance in detecting the presence of banana plants. While initially tested over the road network in a small area, this technique could readily be deployed on a regional or even national scale to supplement remote sensing data and yield a fine-grained analysis of food cultivation activities along roadside transects. © 2019","Computer vision or image classification; Convolutional neural network; Deep learning; Food cultivation practices; Google street view imagery; Transfer learning","Convolution; Deep learning; Deep neural networks; Fruits; Neural networks; Remote sensing; Roadsides; Area under the ROC curve; Convolutional neural network; Fine-grained analysis; Google street view imagery; Multi-class classifier; Remote sensing approaches; Transfer learning; Very high spatial resolutions; Classification (of information); accuracy assessment; artificial neural network; computer vision; cultivation; food; image analysis; image classification; imagery; machine learning; performance assessment; remote sensing; roadside environment; software; spatial resolution; vegetation classification; Thailand; Manihot esculenta; Zea mays"
"An road extraction method for remote sensing image based on Encoder-Decoder network [基于Encoder-Decoder网络的遥感影像道路提取方法]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064378446&doi=10.11947%2fj.AGCS.2019.20180005&partnerID=40&md5=8ef43d143e8dda1e7d6fc583ce75867d","According to the characteristics of the road features, an Encoder-Decoder deep semantic segmentation network is designed for road extraction of remote sensing images. Firstly, as the features of the road target are rich in local details and simple in semantic features, an Encoder-Decoder network with shallow layers and high resolution is designed to improve the ability of representing detail information. Secondly, as the road area is small proportion in remote sensing images, the cross-entropy loss function is improved, which solves the imbalance between positive and negative samples in training process. Experiments on large road extraction dataset show that, the proposed method gets the recall rate 83.9%, precision 82.5% and F1-score 82.9%, which can extract the road targets in remote sensing images completely and accurately. The Encoder-Decoder network designed in this paper performs well in road extraction task and needs less artificial participation, so it has a good application prospect. © 2019, Surveying and Mapping Press. All right reserved.","Deep learning; Encoder-Decoder network; Remote sensing; Road extraction; Semantic segmentation","Decoding; Deep learning; Extraction; Feature extraction; Image enhancement; Image segmentation; Large dataset; Network layers; Remote sensing; Roads and streets; Semantics; Application prospect; Encoder-decoder; Remote sensing images; Road extraction; Road extraction method; Semantic features; Semantic segmentation; Training process; Network coding; accuracy assessment; algorithm; extraction method; image resolution; numerical method; precision; remote sensing; satellite imagery; segmentation"
